timeref	est_sendtime	pos_x	pos_y	vel_x	vel_y	sigma	valid	senderGuid	receiver_unix_time
6579.651648000	6579.639726193	3.886	0.864	-0.053	-0.314	0.028448	1	4294967295	1508338777
6579.951784000	6579.939685372	3.840	0.766	-0.063	-0.317	0.021279	1	4294967295	1508338777
6580.251650000	6580.239633089	3.782	0.669	-0.076	-0.321	0.015362	1	4294967295	1508338778
6580.551860000	6580.539586632	3.736	0.580	-0.084	-0.322	0.027001	1	4294967295	1508338778
6580.852119000	6580.839541425	3.696	0.483	-0.090	-0.324	0.022871	1	4294967295	1508338778
6581.152235000	6581.139491288	3.660	0.384	-0.095	-0.327	0.016007	1	4294967295	1508338779
6581.452367000	6581.439452229	3.623	0.316	-0.099	-0.320	0.016624	1	4294967295	1508338779
6581.752453000	6581.739424387	3.584	0.249	-0.102	-0.313	0.023956	1	4294967295	1508338779
6582.052636000	6582.039386604	3.485	0.199	-0.120	-0.304	0.016766	1	4294967295	1508338779
6582.365456000	6582.339380324	3.385	0.143	-0.135	-0.295	0.025822	1	4294967295	1508338780
6582.652870000	6582.639350145	3.342	0.113	-0.136	-0.280	0.016011	1	4294967295	1508338780
6582.952620000	6582.939306174	3.294	0.082	-0.139	-0.267	0.045402	1	4294967295	1508338780
6583.252804000	6583.239285108	3.272	0.037	-0.135	-0.257	0.055743	1	4294967295	1508338781
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6583.552782000	6583.539251564	3.209	0.033	-0.141	-0.239	0.049511	1	4294967295	1508338781
6583.852348000	6583.839214064	3.140	0.051	-0.147	-0.216	0.060542	1	4294967295	1508338781
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6584.152359000	6584.139182628	3.069	0.078	-0.154	-0.192	0.058716	1	4294967295	1508338782
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6584.452472000	6584.439161436	2.992	0.120	-0.161	-0.167	0.039856	1	4294967295	1508338782
6584.765667000	6584.739179355	2.902	0.145	-0.169	-0.148	0.050625	1	4294967295	1508338782
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6585.052127000	6585.039158226	2.841	0.223	-0.170	-0.117	0.042559	1	4294967295	1508338782
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6585.352252000	6585.339135959	2.777	0.289	-0.172	-0.091	0.030565	1	4294967295	1508338783
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6585.651914000	6585.639127002	2.743	0.348	-0.166	-0.069	0.048794	1	4294967295	1508338783
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6585.951812000	6585.939086143	2.683	0.445	-0.168	-0.040	0.063534	1	4294967295	1508338783
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6586.252209000	6586.239056104	2.612	0.533	-0.173	-0.016	0.054978	1	4294967295	1508338784
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6586.552106000	6586.539027702	2.540	0.627	-0.177	0.008	0.079586	1	4294967295	1508338784
6586.852011000	6586.839010106	2.469	0.721	-0.180	0.030	0.057195	1	4294967295	1508338784
6587.151919000	6587.138983059	2.364	0.852	-0.191	0.058	0.051814	1	4294967295	1508338785
6587.451646000	6587.438955305	2.266	0.984	-0.200	0.085	0.055761	1	4294967295	1508338785
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
